detail,position,sportsman_id,uuid
centre forward,striker,SM640434209,7e2f7405-9818-4085-a40f-7054c134db51
centre forward,striker,SM176384293,7c4ec99c-339c-402f-8628-d2871b3173d1
centre forward,striker,SM654404055,65db8269-9c97-4dd5-87aa-ce8fcb45531f
centre forward,striker,SM281938471,7b258237-c27b-478e-adb0-1b77753e5c4d
centre forward,striker,SM904629599,8fba1e62-d78a-4b2e-be58-b194889f982e
centre back,defender,SM816958245,22bcfc62-afb0-475f-b632-e490b91ded10
left back,defender,SM269727307,0f9a2b2c-5778-4727-95c6-916d8e06af6a
centre back,defender,SM513403625,151545a1-dd77-461b-bc2c-bed2c81b3151
left back,defender,SM754831580,4e9d54d8-8116-4fd0-9cdb-fb3904d01c97
right back,defender,SM395279729,d458336c-712c-43e3-8dd7-647058e6e891
centre back,defender,SM359770272,e7c34d89-0a21-4a9f-85f3-496ab9b90d60
right back,defender,SM745291440,a44c80de-b2b9-46b0-987f-8f63f907712e
right back,defender,SM409896631,bf563175-e87d-475b-b472-a8029ed2e627
centre back,defender,SM427885027,5deb1a4b-cca2-4106-a6e7-22ad8daac104
right back,defender,SM608580035,5dfc7c07-92bb-47f0-a726-fdb4287f94f5
"",goalkeeper,SM717181249,0a1308dd-3c44-4ab9-91ef-80c433703b18
"",goalkeeper,SM623177480,9873a218-8528-437b-900e-87bf9f9c8d9e
"",goalkeeper,SM966652594,b7ec8a50-8447-4e1d-907a-6cf783718ea4
defensive midfielde,midfied,SM374635655,fc14c51f-6c8f-4678-908a-8df8aca7f7cf
left half,midfied,SM968438073,cbad83ad-c950-4a84-931a-c3c0290f54b2
defensive midfielde,midfied,SM199010382,c02bd66d-8c05-4ebd-9b9b-b9a289ced369
defensive midfielde,midfied,SM627237918,73f2b3bd-7b0d-4c79-9784-fbcb045b860e
attack midfield,midfied,SM156111103,93e97b85-ad0b-4156-a6e4-29e011fe6f68
right half,midfied,SM108033981,d64593f3-112d-4ddf-b253-ffa57ab37cfe
centre half,midfied,SM601461230,4cd72754-f0d2-40bd-a31d-9550dad3fe27
centre half,midfied,SM664176661,9f9f1614-0b86-423d-a03a-2afe0390ef91
defensive midfielde,midfied,SM935880882,20a03527-61f5-44f8-861b-f0b08e46aa09
attack midfield,midfied,SM981175044,486d954e-4b2c-40d4-9100-a347769c373e
wing forward,striker,SM605920699,20a0329c-51f1-441a-84c1-8c0046c140f9
centre forward,striker,SM642619488,5404e64d-5b92-482f-aad3-58f84fbbd523
wing forward,striker,SM972313663,98a05ec9-16d4-4b35-adec-f5d4a65a206c
centre forward,striker,SM637611030,46091089-da94-4639-8b97-9de05b1cb8a6
wing forward,striker,SM984815973,fc68a7e6-b332-4e5a-bacf-34f9963f5b4f
wing forward,striker,SM338551859,50b72674-08b0-472f-a9e8-f6187e7d5dae
centre back,defender,SM814243464,664faad8-4de2-4adc-bd36-455d6c59c592
right back,defender,SM365661199,9e033667-2f2c-40d2-8039-93adfa52bba1
left back,defender,SM870661565,b80a04a3-ce1b-4d9a-b1e4-78c7cbd894c0
left back,defender,SM340708901,ed6b54d8-440d-4e16-9cee-0310a3234fc3
right back,defender,SM651159801,4bb23459-615b-4b78-bcda-7d82a1eb3c98
left back,defender,SM683156126,2c7387c7-8fba-42b4-8063-883b8a948c5b
centre back,defender,SM384774379,6ce407e4-9370-4d75-9152-a381313054eb
left back,defender,SM500575649,2ef71f50-f9bf-4c20-8549-62faab2c7d90
right back,defender,SM954529726,79f65b79-f399-4b3d-9f92-22e920d072a9
"",goalkeeper,SM979568314,68244a5d-0821-47fd-94cd-1dd1840b6329
"",goalkeeper,SM806193189,2815f26f-1f52-4156-ab18-465decada5c1
centre half,midfied,SM838074699,39bebb99-2dbe-478d-85e1-cd4a31be50b0
attack midfield,midfied,SM254918885,dd31ebee-e2a8-4e3d-8ede-9d28beac7847
attack midfield,midfied,SM493858925,916f9937-b666-443c-abc3-5dd12631d97e
defensive midfielde,midfied,SM731384751,17ee848a-31af-4332-aa53-abf3f82ffbcc
attack midfield,midfied,SM151529532,c2fb5467-c08c-4ea0-8678-ecbf7c3b25ed
left half,midfied,SM437653723,f7cd4bcc-d4bb-475f-98b7-4bd7da0672f3
defensive midfielde,midfied,SM156363507,afae5e3e-25dc-4fa4-871a-dd746ff61d39
attack midfield,midfied,SM511689765,5b2fedbe-e4a7-4289-b13f-04b2d402e2d2
centre half,midfied,SM100070846,40cddf53-a4c8-4783-91d9-ec061e545b3d
wing forward,striker,SM662400032,680e7d93-d7af-4e79-a6ef-7086be0aceb0
wing forward,striker,SM393680650,8496d3dd-d7d5-4e76-9c15-c7f3c1dc08e3
wing forward,striker,SM495244747,6faead9a-81ee-48e0-a0d6-cac756512f01
centre forward,striker,SM762529507,e71736cd-31e1-4f46-a7d7-3ed127687b54
wing forward,striker,SM118592716,26b73ec8-0d6b-464e-a56b-2c0a76e14997
right back,defender,SM757137183,ec999695-f6ed-4f07-9a08-03b10cdcb760
left back,defender,SM570836996,c1ec152a-a803-4a93-89d8-debc7bccd260
centre back,defender,SM175088601,91923be6-bcf8-4e00-8e18-b46ca05b1505
centre back,defender,SM699566771,4b5ae736-a5f8-4eca-b17f-e13f2a7bd3df
right back,defender,SM235360634,9019ff64-1621-4edf-ba74-724af666868a
left back,defender,SM566990498,58af6e4a-8964-45b8-8d69-58caab42c9c1
right back,defender,SM437193727,60cb25cc-90ae-48ec-b928-baf270d20305
left back,defender,SM815195530,9d7ea691-6897-4f6b-8fe4-ee0b5ef3b47a
left back,defender,SM313599996,d8ccea41-f0e5-4414-be2f-4e6a78f1670a
centre back,defender,SM789845188,eba5ed9e-7864-4b0e-8f30-979183a8c96f
"",goalkeeper,SM941544625,e31b0552-6a39-48ff-ab47-92c4a10feed7
"",goalkeeper,SM142152389,7016a76a-701a-4b7f-9e9e-e9be4ca1c91c
"",goalkeeper,SM989402186,6a629092-0e7a-484e-a382-7b5a0c97acd8
left half,midfied,SM189878703,0eccae06-10b6-4c55-979c-53f5006ee089
attack midfield,midfied,SM702873296,925fe88d-eca8-4bf6-9fab-ae8b18f5d490
right half,midfied,SM735743278,f361c04f-0e99-49f8-82e1-11e84668340d
defensive midfielde,midfied,SM258484411,ae56a168-7789-40fe-b4f7-c0865f4356b6
centre half,midfied,SM138911527,251afad8-92c3-4d79-9d5f-14a1b33c88e2
right half,midfied,SM916847493,1a8cf2cc-2df7-4c97-8eab-7730a9392c95
right half,midfied,SM539350521,2d78ec83-5f32-4953-9d3a-849b09b2eb52
right half,midfied,SM225877344,5b921f85-8a12-46ac-8b95-f0adeb28ff93
left half,midfied,SM599113834,95c25e1b-3ad1-46cb-8cfc-e13f52f52fa2
defensive midfielde,midfied,SM591218147,d2eaca9c-51f8-4ab7-b55d-51676dfd2406
wing forward,striker,SM941061455,853e3ef5-29dd-4542-a8ee-f10de6569000
wing forward,striker,SM534769379,73978331-c0b7-42a1-ae53-84213fcdf5c2
centre forward,striker,SM963102430,7068b3b1-9812-4892-ba4e-d4e9cfd0a287
centre forward,striker,SM430565650,98a22f1e-0eea-4d36-bbad-7b922f68c4e9
centre forward,striker,SM451058125,9f6c6a3f-ad42-4369-b67f-d4e01fd2551b
centre forward,striker,SM888518802,6301b175-6296-4b7d-80ac-bed818c66f89
centre back,defender,SM433507944,cf2542a6-9ca5-46ac-a400-eeee726feac0
centre back,defender,SM955332849,607a86e4-ffa9-4e04-920a-314dbff0990e
left back,defender,SM393985624,709f9568-cfed-4862-b5e0-51fc9a912f14
left back,defender,SM873078971,6c7409ef-0a9d-4b4b-829d-c9056f9e8f2c
centre back,defender,SM328796952,5c749c37-2ec2-440b-98ab-3ce2ad30ab46
centre back,defender,SM263423394,a498c903-3571-4e8d-ab48-2dc222974ae8
centre back,defender,SM574071005,b3e5d1fc-58a6-45f9-912c-1b41737caa71
right back,defender,SM164474207,05e65996-79bb-42d1-9814-02ff89d9e53c
right back,defender,SM402857900,982a91f1-3fd7-4b72-b567-aa277a2f7e63
"",goalkeeper,SM486680340,47077dec-e1ef-484d-afba-2f7785c77e2f
"",goalkeeper,SM876985887,ca2f9b41-7f25-44cd-a83e-567cb281137d
defensive midfielde,midfied,SM374689402,fcdf5067-622b-4fc2-9b9d-bd915f08bec3
right half,midfied,SM653508587,408d4948-c6cd-4a63-a824-14863bdd5025
defensive midfielde,midfied,SM966224504,6ad8c1ff-5560-437f-90ef-ade713973682
centre half,midfied,SM556918958,ab44965a-fc99-42c6-9a79-395f5cac7089
right half,midfied,SM222750151,17aebc7f-8d9b-4fa9-a036-c1e92aa1591e
left half,midfied,SM631441346,b5fb4599-940b-42f7-aaa0-a1b19c832eae
centre half,midfied,SM296423138,337637d4-415d-4a84-a69a-8411920686ef
right half,midfied,SM280162264,c8482615-d008-48be-af1a-e58313c336cb
defensive midfielde,midfied,SM590255791,76f2713d-2908-44bf-9c73-6fdca0c5f274
centre forward,striker,SM545219704,358e07ab-e7dc-4893-b0d1-da5bb5de6989
centre forward,striker,SM636814190,f04d691d-833a-4c5c-afc4-2e3917ee3b13
centre forward,striker,SM147266168,6374ecab-4e52-4e8e-b366-57e9c80ac062
centre forward,striker,SM887229480,b586cd15-59b1-4fdd-9bcc-af0a0139c4c1
centre forward,striker,SM982434701,1d564c52-429c-44dc-a934-a27282331231
right back,defender,SM878622354,ae1bb2de-2572-489f-ad5a-0dc2d43c2114
left back,defender,SM448162633,cf305ffe-2f61-4bae-a580-febaf74fadce
left back,defender,SM436594726,da37611b-d396-4bc9-b637-70e0077fe544
right back,defender,SM963069780,51883431-d470-4974-8929-d396af649c44
right back,defender,SM141674504,d9f32729-2031-423e-8e6e-b79d65d261e7
right back,defender,SM289323375,810295c9-bed0-4ad5-a997-8234e3ec990b
right back,defender,SM192164299,ebfb14cc-3eaa-421a-843f-bdf8e852b36b
centre back,defender,SM194013025,1359989f-b3e5-4510-9832-63b8e4aa2c77
left back,defender,SM265451052,5fdac484-ae80-4c23-8a6b-d8a4d770c9e6
centre back,defender,SM122155825,b6ae3c58-78b6-44dc-88e2-64c5ca80336e
"",goalkeeper,SM897972501,63e5a081-fded-41a7-a8ef-2f4ce8d962a4
"",goalkeeper,SM165909897,09c748ec-45b2-4c46-8cba-e07cf7ee710d
"",goalkeeper,SM255065386,1d3ccadf-bcbc-4022-a46d-56d79988ebc2
left half,midfied,SM297992334,a21d4d4d-e22b-468b-8726-5c0558a666b5
right half,midfied,SM993862706,c8257b38-d254-49db-8d6d-58c0a42728cf
right half,midfied,SM804317578,7e9b721e-62b0-4e13-9003-8485aadd8b6e
defensive midfielde,midfied,SM226946452,92af2e1e-afe4-4434-957d-e849e1c7755b
defensive midfielde,midfied,SM235170045,578522f0-7069-4d32-8bb3-512528fbb77a
left half,midfied,SM306312672,b3396f10-b564-4710-953e-0f7236b926a0
centre half,midfied,SM546307676,8c95b60d-7013-4553-bbd9-b22429d2fa1f
centre half,midfied,SM425663786,9005395d-c3a5-4e38-81c1-6004b8f1b4de
left half,midfied,SM464581707,61079cea-8e20-4417-954e-f96254f44a40
centre half,midfied,SM487184208,fb553134-cba6-47d2-baa3-9e83d62d40be
centre forward,striker,SM192669631,0e589c4a-ef36-45e8-bbfe-a94c583382a7
centre forward,striker,SM504769376,2513e7b0-d349-4a45-a046-c406acc8f063
centre forward,striker,SM212763548,daa5f227-5f58-4f52-ab3a-58f075bcadc5
wing forward,striker,SM645361258,c4207746-291e-46d4-9789-2c0e948732bd
wing forward,striker,SM474854024,83ac3152-18b5-4fc6-858d-d5dc8c05973c
wing forward,striker,SM964753048,0cb2e75a-8d2c-46c0-95f0-08fc7154d60b
centre back,defender,SM816012526,2790d49c-7a80-4c7f-824b-a5d94248fc10
right back,defender,SM383826436,dfa158cf-66a9-405a-bb17-1fa0801af55b
centre back,defender,SM853916980,beb388e5-d78a-461a-8ad4-fdd770378312
right back,defender,SM679013582,98ad6a66-6773-4138-8b27-328c22e535d2
right back,defender,SM942836447,c16deec1-5e63-49b3-abda-13fdb0c5efb9
right back,defender,SM651742286,9f96b44d-1dff-47d9-ac57-a761e67c2f55
right back,defender,SM189025352,9c263459-de5e-49b4-8776-8253e084a279
right back,defender,SM233529908,52b1c5cd-8c23-41ca-9d94-07f251bb123a
left back,defender,SM844480049,a23d8288-078b-42be-8b3b-71882be074a8
left back,defender,SM271719719,d41ac376-a449-4d1a-b1db-f40876f5899f
"",goalkeeper,SM488263057,89c4736a-ef3d-498c-a22d-02c67e8f65ef
"",goalkeeper,SM670331893,fa4e554f-75a5-4a72-a4c2-667bd4962494
defensive midfielde,midfied,SM168022746,9946ec0e-82b5-4860-b737-5f206f3efe91
centre half,midfied,SM116459120,efb79010-3f6b-4326-82a2-dd7bc0f12f2b
centre half,midfied,SM191098090,78e122af-19d2-40bf-a104-a736ed83f44e
attack midfield,midfied,SM715641644,976733d4-cffb-4cef-8104-5b1173f9e5ef
defensive midfielde,midfied,SM903543381,335a96ce-966a-40a7-b407-57dee429cea9
right half,midfied,SM817027068,cbc33813-2025-40bf-a1c6-43dfac5d2d27
defensive midfielde,midfied,SM722641814,e31492fb-0092-42ca-afb9-076d40ad5df7
defensive midfielde,midfied,SM752078448,b93efed5-3849-4389-9b1c-eef71ecb1c1c
left half,midfied,SM326870817,d023916d-b38e-48b5-9ea8-8c1a1bdf2026
centre half,midfied,SM376533488,65b4af3b-cc19-4cfd-afe3-bd8b85d67dc1
centre forward,striker,SM786006934,fa98792b-846d-46fc-89a7-62cd01fc9633
wing forward,striker,SM903393294,0eb9e119-11d4-4bad-a297-38302000872f
wing forward,striker,SM895054571,92c7f632-65d1-45d7-99a6-2309110b1a48
wing forward,striker,SM542223254,dbfcdab0-7aab-4f2c-bbae-385c0ed4d1c8
centre forward,striker,SM207733680,3a13d055-2a09-497e-9191-357aa2b77caa
right back,defender,SM136633024,74228b50-5983-42cd-9127-87d42c7b2527
left back,defender,SM966637526,d9fca022-78a1-4ddd-81e0-1c9f8bb5b61e
centre back,defender,SM692369516,ab99aec8-9cd7-429d-9509-1659161b0803
centre back,defender,SM940477791,50f85e64-2f77-4e65-ac8c-8cbe08b2c2de
centre back,defender,SM236711375,8f3007a2-b8fe-41ac-9276-ea23798beede
centre back,defender,SM884819462,e028da15-fd3c-44ce-8e43-cf45f2e974b0
left back,defender,SM447561228,f7508bf5-8939-4c2b-8ccb-6c6316957d92
left back,defender,SM735895356,a0690ecd-1218-4140-ad17-280f3eb87276
left back,defender,SM794135485,0414e261-f34a-46a2-9488-f15d97c5a1bd
right back,defender,SM427613940,cfb7e1dd-78a3-45e0-836b-1ce6222693a4
"",goalkeeper,SM984116667,452bc00b-46c2-427b-8e56-df3aeb9aabe9
"",goalkeeper,SM952093013,7ad3f281-ffbd-42f6-b37a-e66e105232f2
"",goalkeeper,SM921531595,9903b8e7-2d1d-4d12-8ad5-7c956e82b9b7
attack midfield,midfied,SM398819294,ce086e28-7501-4ade-831e-bd97b9bfd5b2
defensive midfielde,midfied,SM410731502,ee0415b7-b980-4be2-93a7-e3020190d56b
attack midfield,midfied,SM952323449,9b9975db-003a-4ce1-b47e-9fc0c60e7ec7
defensive midfielde,midfied,SM364455561,4839f1b8-db8c-4c44-8897-2417c3983717
attack midfield,midfied,SM425686954,7e8699c4-278c-4f2e-b3b8-1af48a3d832e
centre half,midfied,SM593914328,b1797bd7-a2e9-402d-ba0c-d3b95b7eeaab
left half,midfied,SM354360282,d9d41524-7cd2-47dc-9fb2-7dbea8dcbc15
left half,midfied,SM412651712,ff1469df-cb7c-48e3-91f1-2d803d87a482
defensive midfielde,midfied,SM194923932,e421274e-9e79-4720-9af6-d699cbc45788
centre half,midfied,SM842010706,80cce2cc-767c-4f59-af85-8ec5c14c10f9
centre forward,striker,SM598844277,cad99005-6852-42b4-8fda-3b6ff61636c7
centre forward,striker,SM711846240,c8758906-3ad4-4455-a4c6-229422fef463
centre forward,striker,SM936264893,98b7197d-7702-4aa8-b95b-7ed58ef9d54d
wing forward,striker,SM561742519,dd3558bb-e4a1-41d5-ab2b-fef4252c1168
centre forward,striker,SM949277680,2336a160-f06e-45ad-8e20-6aab38db5b6f
wing forward,striker,SM368445771,7b7a6f40-8a27-4ebe-bdf8-e6b9077b62e5
right back,defender,SM156115401,9e4bd2ce-04e8-47a7-8f25-79d96084e94a
centre back,defender,SM682052681,611ebe58-582a-4f9c-8bfc-864f40563cb9
right back,defender,SM655308066,50aae3a1-80a5-41ff-b0a5-7c9993689ddb
centre back,defender,SM832323089,a3d1eaa7-a427-4fda-99da-8ad0ab0d882c
right back,defender,SM599411204,87515299-59ef-4d2a-8e3b-36f8e468228f
left back,defender,SM320562790,0e35b67a-603d-45c2-83dc-05e3cbd7ed3e
right back,defender,SM195222086,2e495c81-0afe-440d-8ace-65e47360bfa6
right back,defender,SM609843546,fbd92e35-7c79-4b91-af41-8a4ac6a7b337
centre back,defender,SM511010616,bfdead77-3e3d-4db0-8df9-3feab435df61
right back,defender,SM417584936,e17767ac-a38e-4c55-9ac8-d53fa922e115
"",goalkeeper,SM323174118,fc1f5743-31bf-4040-b9e8-d303d8dfd611
"",goalkeeper,SM481351821,cbfee7f8-c750-4fe0-9e99-9cd8d9da55a2
left half,midfied,SM609025538,503a4989-1de6-40d0-ba63-c0b630702a16
right half,midfied,SM885683291,26ecd02c-af10-49c6-bd0e-083335dc8841
right half,midfied,SM255948632,d93b4fb7-6a71-4a4b-8719-cf182f68735b
defensive midfielde,midfied,SM367160954,1513a10b-27d7-42e9-ac05-83535eb2ba58
attack midfield,midfied,SM595583454,9f629d20-000c-497f-9912-da7b654a4438
left half,midfied,SM995953527,c3a2be49-4af3-402f-9cab-d4e895202108
left half,midfied,SM890467728,c4a218a9-5c02-4f64-a063-8bca895052d1
defensive midfielde,midfied,SM371365562,6a110c38-8342-427b-874c-5bfdf088df16
centre half,midfied,SM133394043,112b664a-5eda-4114-912e-62ae60c8b74a
right half,midfied,SM210737770,3b0b629d-0562-451b-86a2-efd4fd563c39
wing forward,striker,SM127836305,11fad40c-696f-4cb4-adbf-6450d1449a0c
centre forward,striker,SM145566195,39abec24-20c2-4108-9333-392617455157
centre forward,striker,SM115742387,5b895eb0-d433-4b08-b432-8826ac20f413
wing forward,striker,SM370445540,55e9a0a5-fb19-4251-8f37-021c43d149bd
wing forward,striker,SM634158045,13b6e2f9-d34c-4671-b33e-3cdecba8423d
right back,defender,SM623290596,74e4e6dd-f698-4ab9-95bd-5a279fc5f8d6
centre back,defender,SM737997744,c9ba1952-42c9-443f-a54c-8ae9da23ce5d
left back,defender,SM829410055,de70a5cd-618b-4fd5-9f05-dc05127f43e7
right back,defender,SM990165490,c9c1ea86-a139-4e60-b302-a6a96ecb8761
right back,defender,SM384985609,b39a8d3f-5d09-46f2-b4b0-44664dd148e2
left back,defender,SM229532359,fee415e5-d2cc-4d8b-9dfc-10938ae2d029
right back,defender,SM207684014,9c90ff25-9cdf-41e9-bc9b-117e041cb1b8
centre back,defender,SM471473137,9b9d6125-ebe0-447c-933e-a4e6315ed3ae
centre back,defender,SM213482337,0aed4263-b358-436a-96ec-e18873034a94
centre back,defender,SM393096426,0c01ceb3-d328-4adc-9fde-78ed226a67e8
"",goalkeeper,SM219132118,b034dc00-8535-4ca3-b80c-38f9a27606f2
"",goalkeeper,SM612685634,24a9081c-4085-428b-94c3-193a7c32ff17
attack midfield,midfied,SM202870929,4497e42e-2978-4b12-b912-f1317fe370e0
right half,midfied,SM859920082,e07a7836-7adf-4690-996a-19f43be4323a
defensive midfielde,midfied,SM520330691,b792f625-ff91-47ff-a6d7-30728f418f11
attack midfield,midfied,SM533074776,3677be4e-0c24-4d93-ae82-0ad84098ecb8
left half,midfied,SM352520274,e57b82e1-5bd0-4044-9105-85acf11bc966
centre half,midfied,SM812238741,8d8765e2-5d92-42de-a3ef-999ae067e522
attack midfield,midfied,SM687885927,bca3393f-f2c2-491b-b16c-594baf7b1d9c
centre half,midfied,SM958891204,6fac687d-34d7-4e59-898c-63d72f32a75d
defensive midfielde,midfied,SM115659805,93983187-f944-4c58-8930-48d5a4945c26
right half,midfied,SM868689712,172f4e2d-3c17-4fe5-94aa-fe95c8d05f7c
wing forward,striker,SM643902690,0fd3de4e-3cb5-4688-bd5d-90778a85330e
centre forward,striker,SM802571701,2cbc7213-8fbb-444e-9246-dd8c3de48b5d
wing forward,striker,SM522764339,10e1bd95-5a4f-448f-8f6f-4e214d7565cc
wing forward,striker,SM291348885,91e3db51-7953-46d2-895f-2fca91fc86c1
wing forward,striker,SM268631247,1ea086a8-e8ad-473f-8b8c-42254c3623f3
left back,defender,SM391922072,b468d53b-7654-401b-8ef7-10cdb4ef910a
left back,defender,SM509561612,d1f2a7b0-7ba2-4ff6-b184-a324d5a978fc
centre back,defender,SM393099109,9818fa55-6167-4db3-a549-9896d262a7c1
left back,defender,SM101549703,cc3338aa-c01e-4302-9af7-0f6b9423966e
centre back,defender,SM355981415,3d4c223d-d220-4951-99d7-26b4e5ca1574
right back,defender,SM204783570,1fd49260-bc57-42fb-a315-ac961f15732e
right back,defender,SM726756867,d62be50c-4bd2-49ae-8936-80801a5341df
left back,defender,SM935279827,ec98c0a3-21fe-44bd-9c5d-75f93729a1d7
centre back,defender,SM124788380,a5c77d32-e408-449e-875d-63e418443452
left back,defender,SM543481511,a2b9cbd0-1893-431e-b8e8-47aff6e66b00
"",goalkeeper,SM900300954,7e8b5e23-765e-43ae-ac6d-b835f0a95fdd
"",goalkeeper,SM525926702,1f2b75d5-bff5-470a-aa36-7f11a46d73fd
"",goalkeeper,SM442143322,6e9af6ba-0433-4701-996f-6522f1c8084f
defensive midfielde,midfied,SM892194450,160c0beb-158a-4f03-94c0-fedd634b1496
defensive midfielde,midfied,SM768374066,dde40b67-5a47-4a62-a8db-191341935475
left half,midfied,SM356097726,77ab6ae4-6c73-42cb-abb3-565fd28a6b3f
attack midfield,midfied,SM154380360,5f97607b-d7a6-4f9d-b83d-cb68941bac7c
defensive midfielde,midfied,SM131283839,1ff11e77-0679-480d-9c34-332012697b74
attack midfield,midfied,SM771170585,90884b58-b00e-4325-8fb9-23ae358bd981
right half,midfied,SM593352619,94546bd2-12ce-4234-8398-c96d49d1d8d1
left half,midfied,SM309356870,7973c165-b4c7-42d3-9793-64128f2c763b
left half,midfied,SM146497382,b451f332-9d19-42c3-9490-b15618ddc182
left half,midfied,SM574758696,ea0f847a-c7fc-4408-87da-6d508799fa09
wing forward,striker,SM667769399,57c9a569-9209-4db0-8293-e7101f28acad
wing forward,striker,SM739960443,9d5ad3ff-8232-4cb0-a587-b63574d701d6
centre forward,striker,SM993324552,9e00e15b-da2e-4a15-9f11-5adb33a54841
centre forward,striker,SM187650373,068370d0-91e5-44ae-82bc-9fe712c1b29b
wing forward,striker,SM495690861,bfbbaa65-8336-42ed-bcae-cd446494464e
wing forward,striker,SM948616412,992a6eb2-23de-4485-8381-9b0a222265a9
centre back,defender,SM860851769,6a627421-fccc-42d5-a17e-7f9231191a50
centre back,defender,SM501356202,acfde767-2e7f-4b14-9eea-7275758c5efb
right back,defender,SM765315667,532ba062-b813-4eae-890f-506e29d6f551
centre back,defender,SM327981454,3ff4bd2f-f5d2-413b-a80c-b3bd9f868f6e
right back,defender,SM368079328,14897a9d-e941-47a8-9b9a-337f458e1663
centre back,defender,SM856220592,52986690-dc8c-4457-879d-8e828f6bafb8
left back,defender,SM506093086,9b60ce20-f16d-4c2d-a13a-5e6d2aff0c45
centre back,defender,SM892763144,f69df02d-cab9-45d2-97b0-97cabbe9c937
left back,defender,SM903712934,8c3952f9-dd7e-4cc8-8f79-01bfb27e1c59
left back,defender,SM687700379,b8ab8f8c-7014-4d7a-aba6-a1256d5e90b1
"",goalkeeper,SM949403962,8e3b956c-d377-4f16-bdeb-a43ed963a412
"",goalkeeper,SM741508352,61adb859-20ac-4622-98fd-18face4bf72d
"",goalkeeper,SM291355693,a2c1733d-4bda-49f2-b60b-88016e2a8fd7
defensive midfielde,midfied,SM770754343,3ea87c7e-27f5-4da9-9d50-3fa0bb45da5f
attack midfield,midfied,SM362104642,1886df94-d1a3-4540-996a-86fbf35bcde3
centre half,midfied,SM873312688,26db56d4-10b7-46f2-8716-2d241a779a5b
centre half,midfied,SM355591553,16876c9b-4d51-4c68-b0c6-178b8386534b
right half,midfied,SM183586093,8ee218ec-166e-4868-b17c-2b84f72ed438
centre half,midfied,SM646888502,0ea5b64d-15a8-4ff4-a406-70628d0c6b0e
left half,midfied,SM727088816,0cfcdc86-30e3-4476-9014-4a2c9dd4c9d5
right half,midfied,SM257150550,d0b1f403-ab55-4267-9790-543b89ec9458
right half,midfied,SM717241641,ade6823c-2df6-4823-9926-48c840ccdab6
defensive midfielde,midfied,SM158842437,79415b07-7d17-4140-8a2a-8d0c2f6652f0
centre forward,striker,SM596568391,074e96d9-4dd3-485f-97e2-d13352d7dcf2
centre forward,striker,SM382141278,f4f07708-e882-4dd5-8370-f795a3284432
wing forward,striker,SM808567194,5e48b55b-cd1d-457b-bb57-7208cead6840
wing forward,striker,SM463016142,ef2a5d9c-11ff-4595-9c5c-9cf4da56eb8b
wing forward,striker,SM166704199,28ffe9b7-eb5a-42f8-a0da-4b33b96611c2
wing forward,striker,SM833536485,b48679a1-8915-4fc8-8fd6-f7e4c8d8ae14
left back,defender,SM981176194,d4d2fecd-17be-4355-8e6d-fa98554f76c9
right back,defender,SM725594273,70020bf6-ee24-450a-ad06-8fbccebdaff4
left back,defender,SM729806417,30fc41f4-e9f1-40b2-b798-7da053424363
centre back,defender,SM985346709,c6382217-06de-47ad-b885-0c20896485fb
centre back,defender,SM865124518,c3e12809-321f-479b-9e26-73f61a7bf452
right back,defender,SM769081652,0d6edd95-7d99-4172-baa7-779ea90da078
left back,defender,SM803151458,7d6189ee-42ad-4754-a162-3b45e7b14899
left back,defender,SM880731807,93be1029-8a2a-4fc9-8bbc-90c23dc17ba3
right back,defender,SM662283196,ab194ba0-5d37-4d47-bcca-721b01d38fc4
left back,defender,SM160803301,50bde834-f96d-4373-8e0f-8f78397c7ee9
"",goalkeeper,SM171879099,8915832b-84ac-4b02-b749-dbd464b34a12
"",goalkeeper,SM679470820,c464f0a4-cfa1-485e-b426-6b3b136c238a
"",goalkeeper,SM687809892,f0928d4f-0542-4415-baa3-254004af2ec5
right half,midfied,SM471548058,018b393c-ed50-43fd-a0ae-e2515610db42
attack midfield,midfied,SM334753674,77164bf4-f56e-42c2-8239-7f3500f1def4
attack midfield,midfied,SM625136601,2b5bb836-efe3-4991-a693-ce42f8acf5c9
attack midfield,midfied,SM661342935,e26ff716-2e11-4c6c-b58a-4deea83c8f3e
attack midfield,midfied,SM593013151,e754241e-d862-4473-83d1-c44d6c65d802
attack midfield,midfied,SM559645842,318f82eb-3148-4800-9d61-68f4ee016efc
centre half,midfied,SM269016464,95161d41-8979-44bf-8263-f3cadaeff691
centre half,midfied,SM755989464,784fda9d-122f-4834-ae1f-31b12ad440fc
attack midfield,midfied,SM269822960,89bd03ed-32d4-46ca-aab0-c8e26996c6a8
right half,midfied,SM420461378,de710f41-841b-42fe-bf29-f45027ad6a74
centre forward,striker,SM784460355,e7de35ef-a4c9-428f-81f3-228b74a76568
wing forward,striker,SM512340274,404378be-0c46-414e-bdb1-ae2c3136db1c
wing forward,striker,SM699659928,b514b951-652f-4dd6-a056-2d10a5732279
centre forward,striker,SM883744605,1de9cc16-d955-4023-b7f9-ce2e700d08cb
centre forward,striker,SM824177586,656654c2-7f8b-4625-8cd8-15b7187e68a5
centre forward,striker,SM827544496,811ae99e-69b1-4f8f-b789-5cb114e83fe2
left back,defender,SM365239774,09f151de-b889-4091-9b4a-d5a5e9b56bc9
left back,defender,SM616843190,4a335fea-dab4-4d97-b4c1-2d013054d239
